time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,DSWRF_surface
2023-10-03 01:00:00,-1.0026956,0.37717384,317.59644,0.0,0.0,287.42914,99453.67,0.0
2023-10-03 02:00:00,-0.0075652236,-1.1586957,316.39346,0.0,0.0,286.76956,99513.48,0.0
2023-10-03 03:00:00,-0.16052176,-1.0245218,315.66187,0.0,0.0,286.1461,99515.97,0.0
2023-10-03 04:00:00,-0.6884783,-1.4760433,326.52243,0.0,0.0,285.86172,99403.445,0.0
2023-10-03 05:00:00,-0.93482596,-0.42526084,337.51657,1.4515413e-07,1.4515413e-07,285.6439,99290.695,0.0
2023-10-03 06:00:00,-1.0723479,-0.03499998,332.6599,5.1718234e-06,5.1718234e-06,285.38306,99180.01,0.0
