time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,DSWRF_surface
2023-10-03 01:00:00,0.17224836,2.6977866,313.92868,0.0,0.0,286.9775,97878.02,0.0
2023-10-03 02:00:00,1.2608142,2.1576266,313.03717,0.0,0.0,286.43933,97945.44,0.0
2023-10-03 03:00:00,1.0563048,2.1671956,319.5117,0.0,0.0,286.08212,97910.09,0.0
2023-10-03 04:00:00,1.5720912,1.6801192,326.56183,0.0,0.0,285.91016,97798.914,0.0
2023-10-03 05:00:00,1.703091,1.5291986,343.7939,4.5849783e-06,4.5849783e-06,286.0191,97710.516,0.0
2023-10-03 06:00:00,0.96457523,2.0339403,332.1655,2.0817513e-06,2.0817513e-06,285.89896,97579.7,0.0
