time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,DSWRF_surface
2023-10-03 01:00:00,-0.20679551,1.5587727,315.81732,0.0,0.0,287.2452,98555.3,0.0
2023-10-03 02:00:00,1.6427499,0.55275,314.9542,0.0,0.0,286.56412,98616.09,0.0
2023-10-03 03:00:00,1.4177954,0.73831826,315.4852,0.0,0.0,286.14325,98605.5,0.0
2023-10-03 04:00:00,1.3442727,0.43209103,325.72632,0.0,0.0,285.88547,98489.98,0.0
2023-10-03 05:00:00,1.3074317,0.5670682,342.0511,7.216906e-07,7.216906e-07,285.8696,98391.35,0.0
2023-10-03 06:00:00,0.8804318,1.205,332.1727,6.209161e-06,6.209161e-06,285.60275,98267.45,0.0
