time,UGRD_10maboveground,VGRD_10maboveground,DLWRF_surface,APCP_surface,precip_rate,TMP_2maboveground,SPFH_2maboveground,DSWRF_surface
2023-10-03 01:00:00,-0.6723572,2.2151432,318.55118,0.0,0.0,287.96536,99568.55,0.0
2023-10-03 02:00:00,0.7896429,1.5970358,315.78464,0.0,0.0,287.2768,99605.95,0.0
2023-10-03 03:00:00,0.5691071,0.31039286,313.99533,0.0,0.0,286.40396,99639.42,0.0
2023-10-03 04:00:00,-0.66225,-0.47128573,325.55264,0.0,0.0,286.00287,99519.92,0.0
2023-10-03 05:00:00,-0.70800006,0.14535713,334.96417,0.0,0.0,285.76782,99407.24,0.0
2023-10-03 06:00:00,-0.8465357,0.22496429,333.03784,1.5948551e-06,1.5948551e-06,285.62286,99307.04,0.0
